205	1619	3	3	normal.
207	1583	4	4	normal.
159	4087	5	5	normal.
209	2260	6	6	normal.
206	1619	7	7	normal.
229	21195	1	1	normal.
239	4426	2	2	normal.
257	1738	3	3	normal.
230	11084	4	4	normal.
232	8509	5	5	normal.
173	7235	6	6	normal.
241	3198	7	7	normal.
210	151	8	8	normal.
229	9385	9	9	normal.
230	8948	10	10	normal.
210	627	1	1	normal.
216	1675	2	2	normal.
215	764	3	3	normal.
212	1402	4	4	normal.
212	1482	5	5	normal.
213	7812	6	6	normal.
213	9556	7	7	normal.
212	786	8	8	normal.
212	1559	9	9	normal.
212	1414	10	10	normal.
212	1523	11	11	normal.
212	1444	12	12	normal.
210	583	13	13	normal.
209	3008	14	14	normal.
210	556	15	15	normal.
210	513	16	16	normal.
212	294	17	17	normal.
210	624	18	18	normal.
212	1471	19	19	normal.
214	296	20	20	normal.
213	920	21	21	normal.
212	1631	22	22	normal.
210	505	23	23	normal.
210	598	24	24	normal.
210	774	25	25	normal.
213	523	26	26	normal.
209	1693	27	27	normal.
177	1985	1	1	normal.
229	10352	2	2	normal.
179	1007	3	3	normal.
221	827	4	4	normal.
222	861	5	5	normal.
223	781	6	6	normal.
224	296	7	7	normal.
221	808	8	8	normal.
222	762	9	9	normal.
222	763	10	10	normal.
222	773	11	11	normal.
176	3114	12	12	normal.
229	1911	13	13	normal.
228	8595	14	14	normal.
175	4930	15	15	normal.
174	2651	1	3	normal.
227	1187	2	4	normal.
256	597	1	1	normal.
257	818	2	2	normal.
254	1564	3	3	normal.
256	1169	4	4	normal.
185	10820	5	5	normal.
253	1906	6	6	normal.
254	555	7	7	normal.
256	2595	8	8	normal.
236	3565	1	1	normal.
235	259	2	2	normal.
235	261	3	3	normal.
237	2728	4	4	normal.
234	255	5	5	normal.
241	259	1	1	normal.
254	849	2	2	normal.
241	261	3	3	normal.
254	555	4	4	normal.
241	261	5	5	normal.
241	261	6	6	normal.
243	2728	7	7	normal.
253	1906	8	8	normal.
256	2595	9	9	normal.
240	255	10	10	normal.
260	1837	11	11	normal.
256	597	12	12	normal.
257	818	13	13	normal.
254	1564	14	14	normal.
256	1169	15	15	normal.
226	352	16	16	normal.
185	10820	17	17	normal.
255	962	18	18	normal.
253	426	19	19	normal.
254	849	1	1	normal.
241	261	2	2	normal.
254	555	3	3	normal.
241	259	4	4	normal.
241	261	5	5	normal.
243	2728	6	6	normal.
255	962	7	7	normal.
256	2595	8	8	normal.
240	255	9	9	normal.
260	1837	10	10	normal.
256	597	11	11	normal.
257	818	12	12	normal.
254	1564	13	13	normal.
256	1169	14	14	normal.
185	10820	15	15	normal.
175	352	16	16	normal.
225	332	17	17	normal.
253	426	18	18	normal.
253	1906	19	19	normal.
241	261	20	20	normal.
229	2611	1	7	normal.
233	255	2	8	normal.
234	259	3	9	normal.
234	261	4	10	normal.
236	2728	5	11	normal.
178	11078	1	1	normal.
260	16811	2	2	normal.
233	4937	3	3	normal.
233	4419	4	4	normal.
233	11499	5	5	normal.
230	562	6	6	normal.
233	504	7	7	normal.
232	1661	8	8	normal.
230	497	9	9	normal.
240	647	10	10	normal.
233	1588	11	11	normal.
230	490	12	12	normal.
230	561	13	13	normal.
159	338	14	14	normal.
230	646	15	15	normal.
232	268	16	16	normal.
256	1273	17	17	normal.
230	643	18	18	normal.
235	9437	19	19	normal.
230	506	20	20	normal.
230	591	21	21	normal.
230	795	22	22	normal.
225	3565	1	1	normal.
235	259	2	2	normal.
235	261	3	3	normal.
237	2728	4	4	normal.
234	255	5	5	normal.
234	261	1	1	normal.
236	2728	2	2	normal.
233	255	3	3	normal.
229	4287	4	4	normal.
238	1110	5	5	normal.
234	259	6	6	normal.
243	2728	9	9	normal.
255	962	10	10	normal.
253	426	11	11	normal.
241	259	12	12	normal.
254	849	13	13	normal.
241	261	14	14	normal.
225	352	15	15	normal.
241	261	16	16	normal.
241	261	17	17	normal.
240	255	18	18	normal.
260	1837	19	19	normal.
246	1962	1	1	normal.
246	2050	2	2	normal.
239	968	3	3	normal.
245	2823	4	4	normal.
245	1920	5	5	normal.
242	1744	6	6	normal.
165	3600	7	7	normal.
245	3630	8	8	normal.
174	1841	9	9	normal.
286	550	10	10	normal.
214	1271	11	11	normal.
243	1855	12	12	normal.
245	1919	13	13	normal.
224	61552	14	14	normal.
251	294	15	15	normal.
174	618	16	16	normal.
239	968	17	17	normal.
179	861	18	18	normal.
244	968	19	19	normal.
279	550	20	20	normal.
233	61552	21	21	normal.
174	1588	22	22	normal.
248	2129	23	23	normal.
223	1271	24	24	normal.
245	2047	25	25	normal.
243	3174	26	26	normal.
161	7714	1	1	normal.
262	7714	1	4	normal.
221	2025	1	1	normal.
217	63479	2	2	normal.
253	1752	3	3	normal.
318	63479	1	1	normal.
354	1752	2	2	normal.
322	2025	3	3	normal.
167	350	1	1	normal.
207	621	1	1	normal.
206	9150	2	2	normal.
207	8690	3	3	normal.
208	4106	4	4	normal.
206	16224	5	5	normal.
163	4192	6	6	normal.
266	5060	1	3	normal.
193	3991	1	1	normal.
202	38467	2	2	normal.
202	4422	1	1	normal.
200	1061	2	3	normal.
202	48657	3	4	normal.
203	1626	1	12	normal.
212	460	2	13	normal.
212	1309	3	14	normal.
211	1260	4	4	normal.
211	1269	5	5	normal.
214	14959	6	6	normal.
213	1387	7	7	normal.
213	1226	8	8	normal.
215	4422	9	9	normal.
159	3991	1	15	normal.
202	38467	2	17	normal.
200	1061	3	22	normal.
202	48657	4	23	normal.
202	4422	5	24	normal.
212	460	1	9	normal.
212	1309	2	10	normal.
211	1260	3	11	normal.
211	1269	4	12	normal.
214	14959	5	13	normal.
213	1387	6	14	normal.
213	1226	7	15	normal.
215	4422	8	16	normal.
203	1626	9	17	normal.
211	358	1	1	normal.
217	18434	2	2	normal.
215	3670	3	3	normal.
219	45884	4	4	normal.
168	4789	5	5	normal.
213	30725	6	6	normal.
218	362	7	7	normal.
219	17540	8	8	normal.
180	559	1	1	normal.
227	238768	2	2	normal.
228	191273	3	3	normal.
168	4789	1	1	normal.
217	18434	2	2	normal.
215	3670	3	3	normal.
219	45884	4	4	normal.
213	30725	5	5	normal.
218	362	6	6	normal.
219	17540	7	7	normal.
162	682	1	1	normal.
223	21476	1	1	normal.
340	21476	1	1	normal.
142	3917	1	24	normal.
205	424	2	25	normal.
182	424	3	26	normal.
202	424	4	27	normal.
201	424	5	28	normal.
202	424	6	29	normal.
202	424	7	30	normal.
208	424	8	31	normal.
204	424	9	32	normal.
184	2653	1	11	normal.
253	520	2	12	normal.
155	424	3	13	normal.
184	2653	1	11	normal.
253	520	2	12	normal.
170	424	3	13	normal.
184	2653	1	1	normal.
253	520	2	2	normal.
170	424	3	3	normal.
219	520	1	2	normal.
201	424	1	1	normal.
182	424	2	2	normal.
202	424	3	3	normal.
204	424	4	4	normal.
208	424	5	5	normal.
142	3917	6	6	normal.
205	424	7	7	normal.
202	424	8	8	normal.
202	424	9	9	normal.
165	424	1	1	normal.
184	2653	2	2	normal.
253	520	3	3	normal.
235	6627	1	1	normal.
253	520	1	1	normal.
184	2653	2	2	normal.
179	424	3	3	normal.
184	2653	1	1	normal.
253	520	2	2	normal.
235	6627	1	1	normal.
184	2653	1	1	normal.
253	520	2	2	normal.
179	424	3	3	normal.
259	3917	1	1	normal.
322	424	2	2	normal.
299	424	3	3	normal.
319	424	4	4	normal.
318	424	5	5	normal.
319	424	6	6	normal.
319	424	7	7	normal.
325	424	8	8	normal.
321	424	9	9	normal.
272	424	1	1	normal.
301	2653	2	2	normal.
370	520	3	3	normal.
287	424	1	1	normal.
301	2653	2	2	normal.
370	520	3	3	normal.
287	424	1	1	normal.
301	2653	2	2	normal.
370	520	3	3	normal.
336	520	1	2	normal.
259	3917	1	1	normal.
322	424	2	2	normal.
299	424	3	3	normal.
319	424	4	4	normal.
318	424	5	5	normal.
319	424	6	6	normal.
319	424	7	7	normal.
325	424	8	8	normal.
321	424	9	9	normal.
282	424	1	1	normal.
301	2653	2	2	normal.
370	520	3	3	normal.
352	6627	1	1	normal.
296	424	1	1	normal.
301	2653	2	2	normal.
370	520	3	3	normal.
301	2653	1	1	normal.
370	520	2	2	normal.
352	6627	1	1	normal.
296	424	1	1	normal.
301	2653	2	2	normal.
370	520	3	3	normal.
167	2506	1	21	normal.
222	36761	2	23	normal.
231	325	3	14	normal.
221	1392	4	15	normal.
235	1948	1	1	normal.
237	1617	2	2	normal.
235	20165	3	3	normal.
232	68621	4	4	normal.
236	1356	5	5	normal.
172	5884	6	6	normal.
200	3850	1	1	normal.
260	344	2	2	normal.
263	16123	3	3	normal.
263	16123	4	4	normal.
263	1948	5	5	normal.
265	1617	6	6	normal.
266	19790	7	7	normal.
264	1356	8	8	normal.
261	344	1	12	normal.
264	16123	2	13	normal.
264	16123	3	14	normal.
264	1948	4	15	normal.
266	1617	5	16	normal.
267	19790	6	17	normal.
265	1356	7	18	normal.
201	11507	8	19	normal.
252	344	1	11	normal.
255	16123	2	12	normal.
255	16123	3	13	normal.
255	1948	4	14	normal.
257	1617	5	15	normal.
258	19790	6	16	normal.
256	1356	7	17	normal.
192	5222	8	18	normal.
268	344	1	1	normal.
271	16123	2	2	normal.
208	9263	3	3	normal.
271	1948	4	4	normal.
273	1617	5	5	normal.
274	19790	6	6	normal.
272	1356	7	7	normal.
271	16123	8	8	normal.
326	35276	1	1	normal.
328	16742	2	2	normal.
333	7661	3	3	normal.
324	91229	4	4	normal.
271	18619	5	5	normal.
262	4466	1	1	normal.
319	9569	2	2	normal.
313	293	3	3	normal.
314	521	4	4	normal.
290	460	1	1	normal.
317	1608	1	1	normal.
349	481	2	2	normal.
342	9542	3	3	normal.
282	2498	1	1	normal.
196	293	1	1	normal.
197	521	2	2	normal.
202	9569	3	3	normal.
145	4466	4	4	normal.
173	460	1	1	normal.
225	9542	1	1	normal.
232	481	2	2	normal.
200	1608	3	3	normal.
165	2498	1	1	normal.
314	521	1	1	normal.
313	293	2	2	normal.
319	9569	3	3	normal.
262	4466	4	4	normal.
290	460	1	1	normal.
317	1608	1	5	normal.
349	481	2	6	normal.
342	9542	3	7	normal.
282	2498	1	1	normal.
264	3766	1	1	normal.
321	1679	2	2	normal.
324	15006	3	3	normal.
328	2550	4	4	normal.
262	1345	1	1	normal.
309	17798	2	2	normal.
234	1345	1	1	normal.
281	17798	2	2	normal.
260	2444	1	1	normal.
306	1220	2	2	normal.
304	42766	3	3	normal.
308	396	4	4	normal.
319	504	1	1	normal.
302	1089	2	2	normal.
312	288	3	3	normal.
317	2075	4	4	normal.
319	24048	5	5	normal.
300	42747	1	1	normal.
300	2444	2	2	normal.
302	1220	3	3	normal.
304	377	4	4	normal.
271	1508	1	1	normal.
258	2444	1	2	normal.
302	1220	2	3	normal.
304	377	3	4	normal.
300	42747	4	5	normal.
292	454	1	55	normal.
263	17	2	56	normal.
258	9491	1	1	normal.
307	262	2	2	normal.
308	1911	3	3	normal.
308	1655	4	4	normal.
308	1481	5	5	normal.
309	1030	6	6	normal.
306	889	7	7	normal.
307	1377	8	8	normal.
317	2431	9	9	normal.
310	1030	10	10	normal.
305	54886	11	11	normal.
306	1198	12	12	normal.
330	171	13	13	normal.
305	1590	14	14	normal.
306	1337	15	15	normal.
309	1030	16	16	normal.
312	1357	17	17	normal.
309	1030	18	18	normal.
309	1289	19	19	normal.
308	1439	20	20	normal.
307	1030	21	21	normal.
311	1352	22	22	normal.
309	1580	23	23	normal.
306	1138	24	24	normal.
307	1366	25	25	normal.
304	7195	26	26	normal.
306	1123	27	27	normal.
306	1030	28	28	normal.
241	1630	1	1	normal.
236	1683	2	2	normal.
179	5500	3	3	normal.
229	14135	4	4	normal.
179	1384	5	5	normal.
245	13468	6	6	normal.
240	1734	7	7	normal.
234	1515	8	8	normal.
237	1633	9	9	normal.
237	1691	10	10	normal.
238	7106	11	11	normal.
236	2964	12	12	normal.
214	1412	13	13	normal.
215	1412	1	1	normal.
246	13468	2	2	normal.
241	1734	3	3	normal.
180	5500	4	4	normal.
230	14135	5	5	normal.
180	1384	6	6	normal.
237	2964	7	7	normal.
239	7106	8	8	normal.
237	1683	9	9	normal.
238	1691	10	10	normal.
238	1633	11	11	normal.
235	1515	12	12	normal.
242	1630	13	13	normal.
238	2964	1	1	normal.
240	7106	2	2	normal.
238	1683	3	3	normal.
239	1691	4	4	normal.
239	1633	5	5	normal.
236	1515	6	6	normal.
243	1630	7	7	normal.
242	1734	8	8	normal.
181	1384	9	9	normal.
231	14135	10	10	normal.
216	1412	11	11	normal.
247	13468	12	13	normal.
181	5500	13	14	normal.
160	170	1	1	normal.
160	170	1	1	normal.
162	4460	1	2	normal.
216	3421	2	3	normal.
237	2395	3	4	normal.
226	296	4	5	normal.
229	2164	5	6	normal.
223	3609	6	7	normal.
225	1040	7	8	normal.
225	2063	8	9	normal.
231	2281	9	10	normal.
227	304	10	11	normal.
221	8766	11	12	normal.
224	2000	12	13	normal.
229	2118	13	14	normal.
229	2195	14	15	normal.
224	1151	15	16	normal.
226	468	16	17	normal.
224	1658	17	18	normal.
226	2112	18	19	normal.
227	1247	19	20	normal.
173	4437	1	1	normal.
235	1398	2	2	normal.
248	2395	3	3	normal.
237	296	4	4	normal.
233	1952	5	5	normal.
240	2164	6	6	normal.
236	2063	7	7	normal.
242	2281	8	8	normal.
238	304	9	9	normal.
232	8766	10	10	normal.
240	2118	11	11	normal.
240	2195	12	12	normal.
237	468	13	13	normal.
237	2112	14	14	normal.
172	4460	1	1	normal.
226	3421	2	2	normal.
247	2395	3	3	normal.
236	296	4	4	normal.
239	2164	5	5	normal.
233	3609	6	6	normal.
235	1040	7	7	normal.
235	2063	8	8	normal.
241	2281	9	9	normal.
237	304	10	10	normal.
231	8766	11	11	normal.
234	2000	12	12	normal.
239	2118	13	13	normal.
239	2195	14	14	normal.
234	1151	15	16	normal.
236	468	16	17	normal.
234	1658	17	18	normal.
236	2112	18	20	normal.
237	1247	19	22	normal.
328	1247	1	1	normal.
315	4460	2	2	normal.
326	1040	3	3	normal.
326	2063	4	4	normal.
332	2281	5	5	normal.
328	304	6	6	normal.
322	8766	7	7	normal.
325	2000	8	8	normal.
330	2118	9	9	normal.
330	2195	10	10	normal.
325	1151	11	11	normal.
317	3421	12	12	normal.
327	468	13	13	normal.
325	1658	14	14	normal.
327	296	15	15	normal.
338	2395	16	16	normal.
327	2112	17	17	normal.
330	2164	18	18	normal.
324	3609	19	19	normal.
224	1151	1	1	normal.
231	2281	2	2	normal.
223	3609	3	3	normal.
227	1247	4	4	normal.
229	2164	5	5	normal.
202	4460	6	6	normal.
225	1040	7	7	normal.
225	2063	8	8	normal.
226	296	9	9	normal.
227	304	10	10	normal.
221	8766	11	11	normal.
224	2000	12	12	normal.
229	2118	13	13	normal.
229	2195	14	14	normal.
237	2395	15	15	normal.
216	3421	16	16	normal.
226	468	17	17	normal.
224	1658	18	18	normal.
226	2112	19	19	normal.
225	1658	1	1	normal.
228	1247	2	2	normal.
227	2112	3	3	normal.
163	4460	4	5	normal.
217	3421	5	6	normal.
238	2395	6	7	normal.
227	296	7	8	normal.
230	2164	8	9	normal.
224	3609	9	10	normal.
226	1040	10	11	normal.
226	2063	11	12	normal.
232	2281	12	13	normal.
227	468	13	14	normal.
225	1151	14	15	normal.
230	2195	15	16	normal.
228	304	16	17	normal.
222	8766	17	18	normal.
225	2000	18	19	normal.
230	2118	19	20	normal.
238	296	1	4	normal.
241	2164	2	5	normal.
233	8766	3	6	normal.
174	4437	4	7	normal.
236	1398	5	8	normal.
249	2395	6	10	normal.
234	1952	7	12	normal.
237	2063	8	16	normal.
243	2281	9	18	normal.
239	304	10	20	normal.
241	2195	11	23	normal.
241	2118	12	25	normal.
238	468	13	29	normal.
238	2112	14	31	normal.
248	2395	1	29	normal.
236	2063	2	30	normal.
173	4460	3	31	normal.
227	3421	4	32	normal.
237	296	5	33	normal.
240	2164	6	34	normal.
234	3609	7	35	normal.
236	1040	8	36	normal.
240	2118	9	37	normal.
242	2281	10	38	normal.
238	304	11	39	normal.
232	8766	12	40	normal.
235	2000	13	41	normal.
238	1247	14	31	normal.
235	1658	15	32	normal.
237	2112	16	33	normal.
240	2195	17	34	normal.
235	1151	18	35	normal.
237	468	19	36	normal.
228	296	1	1	normal.
231	2164	2	2	normal.
239	2395	3	3	normal.
227	1040	4	4	normal.
227	2063	5	5	normal.
233	2281	6	6	normal.
229	304	7	7	normal.
223	8766	8	8	normal.
226	2000	9	9	normal.
231	2118	10	10	normal.
231	2195	11	11	normal.
226	1151	12	12	normal.
228	468	13	13	normal.
226	1658	14	14	normal.
228	2112	15	15	normal.
229	1247	16	16	normal.
164	4460	17	18	normal.
225	3609	18	19	normal.
218	3421	19	20	normal.
237	1398	20	21	normal.
235	1952	21	22	normal.
242	2164	22	23	normal.
238	2063	23	24	normal.
244	2281	24	25	normal.
240	304	25	26	normal.
234	8766	26	27	normal.
242	2118	27	28	normal.
242	2195	28	29	normal.
239	468	29	30	normal.
239	2112	30	31	normal.
175	4437	31	32	normal.
239	296	32	33	normal.
250	2395	33	34	normal.
241	2164	1	7	normal.
235	3609	2	8	normal.
237	1040	3	9	normal.
238	296	4	10	normal.
174	4460	5	11	normal.
239	304	6	12	normal.
228	3421	7	13	normal.
236	2000	8	14	normal.
241	2118	9	15	normal.
241	2195	10	16	normal.
236	1151	11	17	normal.
238	468	12	18	normal.
236	1658	13	19	normal.
238	2112	14	20	normal.
239	1247	15	21	normal.
233	8766	16	22	normal.
243	2281	17	23	normal.
249	2395	18	24	normal.
237	2063	19	25	normal.
186	4460	1	15	normal.
209	1040	2	16	normal.
209	2063	3	17	normal.
205	8766	4	18	normal.
208	2000	5	19	normal.
215	2281	6	20	normal.
213	2195	7	21	normal.
208	1151	8	22	normal.
200	3421	9	24	normal.
210	468	10	25	normal.
208	1658	11	26	normal.
210	2112	12	28	normal.
221	2395	13	30	normal.
213	2118	14	32	normal.
213	2164	15	34	normal.
207	3609	16	35	normal.
211	1247	17	37	normal.
211	304	18	38	normal.
210	296	19	39	normal.
298	1040	1	1	normal.
298	2063	2	2	normal.
304	2281	3	3	normal.
300	304	4	4	normal.
294	8766	5	5	normal.
297	2000	6	6	normal.
302	2118	7	7	normal.
302	2195	8	8	normal.
297	1151	9	9	normal.
289	3421	10	10	normal.
299	468	11	11	normal.
297	1658	12	12	normal.
299	296	13	13	normal.
310	2395	14	14	normal.
299	2112	15	15	normal.
302	2164	16	16	normal.
296	3609	17	17	normal.
300	1247	18	18	normal.
275	4460	19	19	normal.
243	2026	1	1	normal.
306	2063	2	2	normal.
312	2281	3	3	normal.
308	304	4	4	normal.
302	8766	5	5	normal.
305	2000	6	6	normal.
310	2195	7	7	normal.
307	468	8	8	normal.
310	1981	9	9	normal.
307	2112	10	10	normal.
310	2118	11	11	normal.
307	296	12	12	normal.
303	1952	13	13	normal.
318	2395	14	14	normal.
245	5907	1	7	normal.
312	2164	2	8	normal.
314	2298	3	9	normal.
320	2395	4	10	normal.
309	2112	5	11	normal.
309	468	6	12	normal.
312	2195	7	13	normal.
312	2118	8	14	normal.
304	8766	9	15	normal.
310	304	10	16	normal.
308	2063	11	17	normal.
307	2000	12	18	normal.
309	296	13	19	normal.
305	1952	14	20	normal.
243	2026	1	6	normal.
306	2063	2	7	normal.
312	2281	3	8	normal.
308	304	4	9	normal.
302	8766	5	10	normal.
305	2000	6	11	normal.
310	2118	7	12	normal.
310	2195	8	13	normal.
307	468	9	14	normal.
310	1981	10	15	normal.
307	2112	11	16	normal.
318	2395	12	17	normal.
307	296	13	18	normal.
303	1952	14	19	normal.
245	3267	1	1	normal.
308	2063	2	2	normal.
314	2281	3	3	normal.
312	1908	4	4	normal.
310	304	5	5	normal.
304	8766	6	6	normal.
307	2000	7	7	normal.
312	2195	8	8	normal.
309	468	9	9	normal.
309	2112	10	10	normal.
320	2395	11	11	normal.
309	296	12	12	normal.
305	1952	13	13	normal.
312	2164	14	14	normal.
187	4460	1	1	normal.
210	1040	2	2	normal.
210	2063	3	3	normal.
216	2281	4	4	normal.
212	304	5	5	normal.
206	8766	6	6	normal.
209	2000	7	7	normal.
214	2118	8	8	normal.
214	2195	9	9	normal.
209	1151	10	10	normal.
201	3421	11	11	normal.
211	468	12	12	normal.
209	1658	13	13	normal.
211	296	14	14	normal.
222	2395	15	15	normal.
211	2112	16	16	normal.
214	2164	17	17	normal.
208	3609	18	18	normal.
212	1247	19	19	normal.
220	304	1	1	normal.
155	2026	2	2	normal.
218	2063	3	3	normal.
224	2281	4	4	normal.
214	8766	5	5	normal.
219	296	6	6	normal.
215	1952	7	7	normal.
217	2000	8	8	normal.
222	2118	9	9	normal.
222	2195	10	10	normal.
219	468	11	11	normal.
222	1981	12	12	normal.
219	2112	13	13	normal.
230	2395	14	14	normal.
224	2195	1	1	normal.
220	2063	2	2	normal.
221	296	3	3	normal.
157	5907	4	4	normal.
226	2298	5	5	normal.
222	304	6	6	normal.
216	8766	7	7	normal.
219	2000	8	8	normal.
224	2118	9	9	normal.
221	468	10	10	normal.
221	2112	11	11	normal.
232	2395	12	12	normal.
224	2164	13	13	normal.
217	1952	14	14	normal.
155	2026	1	4	normal.
218	2063	2	5	normal.
224	2281	3	6	normal.
220	304	4	7	normal.
214	8766	5	8	normal.
217	2000	6	9	normal.
222	1981	7	10	normal.
222	2118	8	11	normal.
219	296	9	12	normal.
222	2195	10	13	normal.
219	468	11	14	normal.
215	1952	12	16	normal.
219	2112	13	17	normal.
230	2395	14	18	normal.
222	304	1	1	normal.
219	2000	2	2	normal.
157	3267	3	3	normal.
220	2063	4	4	normal.
226	2281	5	5	normal.
224	1908	6	6	normal.
224	2195	7	7	normal.
216	8766	8	8	normal.
221	468	9	9	normal.
221	2112	10	10	normal.
232	2395	11	11	normal.
221	296	12	12	normal.
217	1952	13	13	normal.
224	2164	14	14	normal.
164	174	1	1	normal.
166	164	1	1	normal.
167	164	1	4	normal.
168	164	1	17	normal.
298	4674	1	10	normal.
329	1735	2	11	normal.
293	4658	3	12	normal.
292	5388	4	13	normal.
296	4392	5	14	normal.
237	5867	6	15	normal.
291	2565	7	16	normal.
293	4396	8	17	normal.
293	522	9	9	normal.
330	320	10	10	normal.
294	3369	11	11	normal.
337	330	12	12	normal.
294	4665	13	13	normal.
294	3005	14	14	normal.
300	5508	15	15	normal.
295	4733	16	16	normal.
295	5355	17	17	normal.
349	306	18	18	normal.
296	3754	19	19	normal.
294	5505	20	20	normal.
297	4306	21	21	normal.
293	38125	22	22	normal.
266	435	1	1	normal.
238	435	1	1	normal.
241	1147	1	1	normal.
295	52151	2	2	normal.
230	8415	1	1	normal.
246	2288	2	2	normal.
230	8415	1	1	normal.
165	2288	2	2	normal.
171	280	1	1	normal.
171	280	1	26	normal.
253	4416	1	1	normal.
186	2171	2	2	normal.
165	2288	1	1	normal.
230	8415	2	2	normal.
248	4416	1	1	normal.
181	3308	2	2	normal.
165	2288	1	1	normal.
230	8415	2	2	normal.
245	4416	1	1	normal.
178	1973	2	2	normal.
331	8415	1	1	normal.
347	2288	2	2	normal.
266	2288	1	1	normal.
331	8415	2	2	normal.
272	280	1	1	normal.
272	280	1	5	normal.
354	4416	1	1	normal.
287	2171	2	2	normal.
266	2288	1	1	normal.
331	8415	2	2	normal.
282	3308	1	1	normal.
349	4416	2	2	normal.
266	2288	1	1	normal.
331	8415	2	2	normal.
346	4416	1	1	normal.
279	1973	2	2	normal.
319	907	1	20	normal.
316	2408	2	21	normal.
314	65355	3	22	normal.
314	308	4	23	normal.
324	974	5	24	normal.
303	297	6	25	normal.
317	1474	7	26	normal.
309	303	8	27	normal.
302	296	9	28	normal.
322	978	10	29	normal.
248	4119	11	30	normal.
313	307	12	31	normal.
313	1473	13	32	normal.
330	13179	1	1	normal.
271	3902	2	2	normal.
332	367	3	3	normal.
330	3966	4	4	normal.
347	907	1	1	normal.
276	4119	2	2	normal.
350	978	3	3	normal.
342	65355	4	4	normal.
344	2408	5	5	normal.
341	307	6	6	normal.
341	1473	7	7	normal.
342	308	8	8	normal.
352	974	9	9	normal.
331	297	10	10	normal.
345	1474	11	11	normal.
337	303	12	12	normal.
330	296	13	13	normal.
243	3902	1	1	normal.
302	13179	2	2	normal.
304	367	3	3	normal.
302	3966	4	4	normal.
167	401	1	1	normal.
177	365	2	2	normal.
229	1006	3	3	normal.
176	376	4	4	normal.
176	789	5	5	normal.
230	19046	6	6	normal.
179	742	7	7	normal.
176	789	1	1	normal.
171	326	1	26	normal.
172	524	2	34	normal.
176	789	1	1	normal.
191	340	1	8	normal.
230	19046	1	1	normal.
179	742	2	2	normal.
176	789	3	3	normal.
176	376	4	4	normal.
257	1020	1	1	normal.
259	1020	1	1	normal.
164	3826	1	1	normal.
218	13340	2	2	normal.
211	110864	3	3	normal.
222	40259	4	4	normal.
186	3722	1	1	normal.
240	13340	2	2	normal.
244	9229	3	3	normal.
219	3946	1	1	normal.
225	1118	2	2	normal.
224	19950	3	3	normal.
225	1385	4	4	normal.
223	384	5	5	normal.
225	1102	6	6	normal.
163	10697	7	7	normal.
153	2666	1	1	normal.
207	1236	2	2	normal.
209	14510	3	3	normal.
208	14219	4	4	normal.
229	2369	1	1	normal.
228	4210	2	2	normal.
231	2712	3	3	normal.
232	1302	4	4	normal.
231	1869	5	5	normal.
230	3986	6	6	normal.
229	4966	7	7	normal.
231	4132	8	8	normal.
228	4433	9	9	normal.
230	3404	10	10	normal.
229	1628	11	11	normal.
228	2917	12	12	normal.
229	4070	13	13	normal.
220	8970	14	14	normal.
176	8970	1	11	normal.
229	1628	2	14	normal.
229	2369	3	16	normal.
231	2712	4	18	normal.
232	1302	5	19	normal.
231	1869	6	21	normal.
230	3986	7	23	normal.
228	4210	8	26	normal.
229	4070	9	28	normal.
228	2917	10	29	normal.
229	4966	11	31	normal.
